Industry,Unit,Region,Date,Value
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",Total: South Africa,2020Q4,3013188.627826
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P1: Western Cape,2020Q4,416860.965259783
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P2: Eastern Cape,2020Q4,230375.751825329
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P3: Northern Cape,2020Q4,71151.0490141078
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P4: Free State,2020Q4,155028.925216684
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P5: KwaZulu-Natal,2020Q4,483612.945145525
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P6: North West,2020Q4,172515.501655093
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P7: Gauteng,2020Q4,1027554.5670707
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P8: Mpumalanga,2020Q4,228474.905876443
GDP All industries: Gross domestic product (GDPR) at market prices,"R million at constant 2010 prices, seasonally adjusted and annualised",P9: Limpopo,2020Q4,227614.016762334
